id,SuraID1,VerseID1,Text1,SuraID2,VerseID2,Text2,is_similar
3670,3,172,"As for those who heard the call of Allah and His messenger after the harm befell them (in the fight); for such of them as do right and ward off (evil), there is great reward.",33,50,"O Prophet! Lo! We have made lawful unto thee thy wives unto whom thou hast paid their dowries, and those whom thy right hand possesseth of those whom Allah hath given thee as spoils of war, and the daughters of thine uncle on the father_s side and the daughters of thine aunts on the father_s side, and the daughters of thine uncle on the mother_s side and the daughters of thine aunts on the mother_s side who emigrated with thee, and a believing woman if she give herself unto the Prophet and the Prophet desire to ask her in marriage - a privilege for thee only, not for the (rest of) believers - We are Aware of that which We enjoined upon them concerning their wives and those whom their right hands possess - that thou mayst be free from blame, for Allah is ever Forgiving, Merciful.",0
3671,3,167,"And that He might know the hypocrites, unto whom it was said: Come, fight in the way of Allah, or defend yourselves. They answered: If we knew aught of fighting we would follow you. On that day they were nearer disbelief than faith. They utter with their mouths a thing which is not in their hearts. Allah is Best Aware of what they hide.",33,45,O Prophet! Lo! We have sent thee as a witness and a bringer of good tidings and a warner.,0
3672,3,150,"But Allah is your Protector, and He is the Best of Helpers.",33,28,"O Prophet! Say unto thy wives: If ye desire the world_s life and its adornment, come! I will content you and will release you with a fair release.",0
3673,17,91,"Or thou have a garden of date-palms and grapes, and cause rivers to gush forth therein abundantly;",66,9,"O Prophet! Strive against the disbelievers and the hypocrites, and be stern with them. Hell will be their home, a hapless journey_s end.",0
3674,9,123,Believers! Fight against the unbelievers who live around you; and let them find in you sternness. Know that Allah is with the God-fearing.,9,73,"O Prophet! Strive against the unbelievers and the hypocrites, and be severe to them. Hell shall be their abode; what an evil destination!",1
3675,25,52,"So, O Prophet, do not yield to the disbelievers, but wage a Jihad against them with this Quran.",9,73,"O Prophet! Strive against the unbelievers and the hypocrites, and be severe to them. Hell shall be their abode; what an evil destination!",1
3676,3,181,"Verily Allah heard the saying of those who said, (when asked for contributions to the war): &quot;Allah, forsooth, is poor, and we are rich!&quot; We shall record their saying with their slaying of the prophets wrongfully and We shall say: Taste ye the punishment of burning!",33,59,"O Prophet! Tell thy wives and thy daughters and the women of the believers to draw their cloaks close round them (when they go abroad). That will be better, so that they may be recognised and not annoyed. Allah is ever Forgiving, Merciful.",0
3677,17,71,"On the day when We shall summon all men with their record, whoso is given his book in his right hand - such will read their book and they will not be wronged a shred.",65,1,"O Prophet! When ye (men) put away women, put them away for their (legal) period and reckon the period, and keep your duty to Allah, your Lord. Expel them not from their houses nor let them go forth unless they commit open immorality. Such are the limits (imposed by) Allah; and whoso transgresseth Allah_s limits, he verily wrongeth his soul. Thou knowest not: it may be that Allah will afterward bring some new thing to pass.",0
3678,17,83,"And when We make life pleasant unto man, he turneth away and is averse; and when ill toucheth him he is in despair.",66,1,"O Prophet! Why bannest thou that which Allah hath made lawful for thee, seeking to please thy wives? And Allah is Forgiving, Merciful.",0
3679,20,10,When he saw a fire and said unto his folk: Lo! Wait! I see a fire afar off. Peradventure I may bring you a brand therefrom or may find guidance at the fire.,73,1,O thou wrapped up in thy raiment!,0
3680,17,30,"Lo! thy Lord enlargeth the provision for whom He will, and straiteneth (it for whom He will). Lo, He was ever Knower, Seer of His slaves.",61,14,"O ye who believe! Be Allah_s helpers, even as Jesus son of Mary said unto the disciples: Who are my helpers for Allah? They said: We are Allah_s helpers. And a party of the Children of Israel believed, while a party disbelieved. Then We strengthened those who believed against their foe, and they became the uppermost.",0
